state,stateImg,parties,title,href,dateFiled,dateDecided,excerpt,electionAdministration,felonyDisenfranchisement,inPersonVoting,postElectionLitigation,redistrictingLitigation,registration,voteByMail,victory,caseStatus
Missouri,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-missouri-01-2.png,"Missouri Protection & Advocacy Services v. Ashcroft","Missouri Voter Assistance Limitations Challenge","https://www.democracydocket.com/cases/missouri-voter-assistance-limitations-challenge/",2022-06-22,undefined,"Lawsuit filed on behalf of Missouri Protection and Advocacy Services, VozKC and voters against Missouri Secretary of State John Ashcroft (R) and others challenging Missouri’s limits on voter assistance.",false,false,true,false,false,false,false,false,Filed
New Mexico,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-newmexico-01-1.png,"Toulouse Oliver v. Otero County Commission","New Mexico Otero County Certification Challenge","https://www.democracydocket.com/cases/new-mexico-otero-county-certification-challenge/",2022-06-14,2022-06-17,"Petition for a writ of mandamus filed by the New Mexico secretary of state against the Otero County Commission for failing to certify primary election results.",false,false,false,true,false,false,false,false,Decided
Pennsylvania,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-pennslyvania-01-1.png,"Dondiego v. Lehigh County Board of Elections","Pennsylvania State Senate Primary Mail-in Ballot Challenge","https://www.democracydocket.com/cases/pennsylvania-state-senate-primary-mail-in-ballot-challenge/",2022-05-31,2022-06-16,"Lawsuit filed on behalf of Lehigh and Northampton counties voters whose mail-in ballots were rejected in the Democratic primary for state Senate District 14.",false,false,false,true,false,false,true,false,Decided
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Poder Latinx v. Hobbs","Arizona Citizenship Requirement Challenge (Poder Latinx)","https://www.democracydocket.com/cases/arizona-citizenship-requirement-challenge-poder-latinx/",2022-06-09,undefined,"Lawsuit filed on behalf of Poder Latinx challenging Arizona’s proof of citizenship law, HB 2492.",false,false,false,false,false,true,false,false,Filed
Pennsylvania,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-pennslyvania-01-1.png,"McCormick v. Chapman","Pennsylvania Senate Primary Undated Ballots Challenge","https://www.democracydocket.com/cases/pennsylvania-senate-primary-undated-ballots/",2022-05-23,2022-06-09,"Lawsuit filed on behalf of U.S. Senate David McCormick arguing that undated mail-in ballots should be counted in the Senate primary election.",false,false,false,true,false,false,true,true,Decided
Nevada,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-nevada-01-1.png,"Beadles v. Cegavske","Nevada Election Observer Rights (Beadles)","https://www.democracydocket.com/cases/nevada-election-observers-rights/",2022-04-26,2022-06-07,"Lawsuit filed in state court on behalf of Washoe County, Nevada voters who are seeking an expansion of election observation in future elections.",false,false,true,false,false,false,false,true,Decided
Nevada,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-nevada-01-1.png,"Goldman v. Cegavske","Nevada Election Observer Rights (Goldman)","https://www.democracydocket.com/cases/nevada-election-observer-rights-goldman/",2022-04-14,2022-06-01,"Lawsuit filed in state court on behalf of Clark County, Nevada voters who are seeking an expansion of election observation in future elections.",false,false,true,false,false,false,false,true,Decided
New Hampshire,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-newhampshire-01-1.png,"Norelli v. Scanlon","New Hampshire Impasse Litigation","https://www.democracydocket.com/cases/new-hampshire-impasse-litigation/",2022-03-31,2022-05-31,"Lawsuit filed on behalf of voters over New Hampshire’s failure to enact a new congressional map based on 2020 census data.",false,false,false,false,true,false,false,true,Decided
Illinois,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-illinois-01-1.png,"Bost v. Illinois State Board of Elections","Illinois Mail-in Ballot Deadline Challenge","https://www.democracydocket.com/cases/illinois-mail-in-ballot-deadline-challenge/",2022-05-25,undefined,"Lawsuit filed on behalf of three Republicans alleging that Illinois’ mail-in ballot receipt deadline violates federal law.",false,false,false,false,false,false,true,false,Appealed
Montana,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-montana-01-1.png,"Montana Democratic Party v. Jacobsen","Montana Student Voter Suppression Law (MDP)","https://www.democracydocket.com/cases/montana-student-voter-suppression-bill-mdp/",2021-10-12,2022-05-23,"Lawsuit challenging a Montana voter suppression law targeting college-aged voters.",false,false,false,false,false,true,false,true,Decided
Missouri,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-missouri-01-2.png,"Pereles v. Ashcroft","Missouri Impasse Litigation (Pereles)","https://www.democracydocket.com/cases/missouri-impasse-litigation/",2022-03-11,2022-05-20,"Lawsuit filed on behalf of a group of Missouri voters over the state’s stalled redistricting process that has thus far failed to produce a new congressional map.",false,false,false,false,true,false,false,false,Decided
Missouri,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-missouri-01-2.png,"Thomas v. Missouri","Missouri Impasse Litigation (Thomas)","https://www.democracydocket.com/cases/missouri-impasse-litigation-thomas/",2022-04-01,2022-05-20,"Lawsuit filed on behalf of three Republican voters challenging the state’s failure to enact a new congressional map based on 2020 census data.",false,false,false,false,true,false,false,false,Decided
Wisconsin,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-wisconsin-01-1.png,"Penebaker v. Hitt","Wisconsin 2020 Fraudulent Electors Challenge","https://www.democracydocket.com/cases/wisconsin-2020-fraudulent-electors-challenge/",2022-05-17,undefined,"Lawsuit filed on behalf of Wisconsin voters challenging the fraudulent electors who attempted to submit alternate election results claiming that Donald Trump won Wisconsin’s 10 electoral votes following the 2020 election.",false,false,false,true,false,false,false,false,Filed
Texas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-texas-01-1.png,"Texas Alliance for Retired Americans v. Hughs","Texas Straight Ticket Voting","https://www.democracydocket.com/cases/texas-straight-ticket-voting/",2020-03-05,2022-05-13,"Democratic lawsuit challenging a Texas law that eliminates the use of straight ticket voting in the state.",true,false,false,false,false,false,false,false,Decided
New York,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-newyork-01-1.png,"de Gaudemar v. Kosinski","New York Impasse Litigation","https://www.democracydocket.com/cases/new-york-impasse-litigation/",2022-05-02,2022-05-11,"Lawsuit filed on behalf of voters over New York’s congressional districts and upcoming primary elections.",false,false,false,false,true,false,false,false,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Perdue v. Barron","Georgia 2020 Absentee Ballot Challenge (Perdue)","https://www.democracydocket.com/cases/georgia-2020-absentee-ballot-challenge-perdue/",2021-12-09,2022-05-11,"Lawsuit filed by David Perdue and a Georgia voter raising repeatedly-debunked claims of voter fraud during the 2020 presidential election.",false,false,false,true,false,false,false,true,Decided
Wisconsin,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-wisconsin-01-1.png,"Black Leaders Organizing for Communities v. Spindell","Wisconsin Redistricting Challenge (BLOC)","https://www.democracydocket.com/cases/wisconsin-redistricting-challenge-law-forward/",2021-08-23,2022-05-05,"Lawsuit challenging Wisconsin’s legislative maps following the release of 2020 census data.",false,false,false,false,true,false,false,false,Decided
Wisconsin,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-wisconsin-01-1.png,"Hunter v. Bostelmann","Wisconsin Redistricting Challenge (Democratic Voters)","https://www.democracydocket.com/cases/wisconsin-redistricting-challenge/",2021-08-13,2022-05-05,"Democratic lawsuit challenging Wisconsin’s congressional and legislative district maps following the release of 2020 census data.",false,false,false,false,true,false,false,false,Decided
Nevada,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-nevada-01-1.png,"Jeng v. Cegavske","Nevada Mail-in Voting Repeal Initiative Challenge","https://www.democracydocket.com/cases/nevada-mail-in-voting-repeal-initiative-challenge/",2022-02-18,2022-05-04,"Lawsuit filed on behalf of a Nevada voter challenging a Republican-led ballot initiative seeking to restrict mail-in voting across the state.",true,false,false,false,false,false,false,false,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Vote.org v. Georgia State Election Board","Georgia Wet Signature Challenge","https://www.democracydocket.com/cases/georgia-wet-signature-challenge/",2022-05-02,undefined,"Lawsuit challenging Georgia’s wet signature requirement for absentee ballot applications.",false,false,false,false,false,false,true,false,Filed
New York,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-newyork-01-1.png,"Harkenrider v. Hochul","New York Congressional Redistricting Challenge","https://www.democracydocket.com/cases/new-york-congressional-redistricting-challenge/",2022-02-03,2022-04-27,"Lawsuit filed on behalf of a group of Republican voters against New York’s new congressional map enacted following the release of 2020 census data.",false,false,false,false,true,false,false,false,Decided
Nevada,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-nevada-01-1.png,"Persaud-Zamora v. Cegavske","Nevada Photo ID Ballot Initiative Challenge I","https://www.democracydocket.com/cases/nevada-photo-id-ballot-initiative-challenge/",2022-02-18,2022-04-26,"Lawsuit filed on behalf of a Nevada voter challenging a Republican-led ballot initiative seeking to add strict photo ID requirements for in-person and mail-in voting in Nevada.",true,false,false,false,false,false,false,true,Decided
Mississippi,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-mississippi-01-1.png,"White v. State Board of Election Commissioners","Mississippi Supreme Court Redistricting Challenge","https://www.democracydocket.com/cases/mississippi-supreme-court-redistricting-challenge/",2022-04-25,undefined,"Lawsuit filed on behalf of Black Mississippians challenging the districts used for electing justices to the Mississippi Supreme Court.",false,false,false,false,true,false,false,false,Filed
Florida,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-florida-01-1.png,"Black Voters Matter Capacity Building Institute v. Byrd","Florida Congressional Redistricting Challenge (Black Voters Matter)","https://www.democracydocket.com/cases/florida-congressional-redistricting-challenge-black-voters-matter/",2022-04-22,undefined,"Lawsuit filed on behalf of multiple civil rights organizations and individual voters challenging Florida’s new congressional map.",false,false,false,false,true,false,false,false,Appealed
Wisconsin,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-wisconsin-01-1.png,"Johnson v. Wisconsin Elections Commission","Wisconsin Redistricting Challenge (WILL)","https://www.democracydocket.com/cases/wisconsin-redistricting-challenge-will/",2021-08-23,2022-04-15,"Conservative lawsuit challenging Wisconsin’s congressional and legislative district maps following the release of 2020 census data.",false,false,false,false,true,false,false,false,Decided
Texas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-texas-01-1.png,"Dickinson Bay Area Branch NAACP v. Galveston County","Texas Galveston County Redistricting Challenge (NAACP)","https://www.democracydocket.com/cases/texas-galveston-county-redistricting-challenge-naacp/",2022-04-14,undefined,"Lawsuit filed by Dickinson Bay Area Branch NAACP and others over how new districts for Galveston County’s Commissioners Court are drawn.",false,false,false,false,true,false,false,false,Filed
Maryland,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-maryland-01.png,"In re: 2022 Legislative Districting of the State","Maryland Legislative Redistricting Challenges","https://www.democracydocket.com/cases/maryland-legislative-redistricting-challenge/",2022-02-09,2022-04-13,"Lawsuit filed on behalf of three Republican House of Delegates members challenging Maryland’s new legislative maps.",false,false,false,false,true,false,false,true,Decided
Florida,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-florida-01-1.png,"Arteaga v. Lee","Florida Impasse Litigation (Arteaga)","https://www.democracydocket.com/cases/florida-impasse-litigation/",2022-03-11,2022-04-11,"Lawsuit filed in state court on behalf of Florida voters over the state’s imminent failure to enact a new congressional map following the release of 2020 census data.",false,false,false,false,true,false,false,false,Decided
Colorado,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-colorado-01-1.png,"PARABLE v. Griswold","Colorado Primary System Challenge","https://www.democracydocket.com/cases/colorado-primary-system-challenge/",2022-02-24,2022-04-08,"Lawsuit challenging Colorado’s open primary election system, which allows unaffiliated voters to cast a ballot in any party’s primary.",true,false,false,false,false,false,false,true,Decided
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Arizona Republican Party v. Hobbs","Arizona Mail-in Voting Challenge I","https://www.democracydocket.com/cases/arizona-mail-in-voting-challenge/",2022-02-25,2022-04-05,"Lawsuit filed on behalf of the Arizona Republican Party and a Republican voter filed a lawsuit challenging the state’s mail-in voting laws.",false,false,false,false,false,false,true,true,Decided
Maryland,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-maryland-01.png,"Parrott v. Lamone","Maryland Congressional Redistricting Challenge (Parrott)","https://www.democracydocket.com/cases/maryland-congressional-redistricting-challenge/",2021-12-21,2022-04-04,"Lawsuit filed by the conservative group Judicial Watch on behalf of a group of Republican voters challenging Maryland’s new congressional map drawn with 2020 census data.",false,false,false,false,true,false,false,false,Decided
Maryland,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-maryland-01.png,"Szeliga v. Lamone","Maryland Congressional Redistricting Challenge (Szeliga)","https://www.democracydocket.com/cases/maryland-congressional-redistricting-challenge-szeliga/",2021-12-23,2022-04-04,"Lawsuit filed on behalf of two Republican House of Delegates members and multiple Republican voters challenging Maryland’s new congressional map drawn with 2020 census data.",false,false,false,false,true,false,false,false,Decided
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Mi Familia Vota v. Fontes","Arizona Citizenship Requirement Challenge (Mi Familia Vota)","https://www.democracydocket.com/cases/arizona-citizenship-requirement-challenge/",2022-03-31,undefined,"Lawsuit filed on behalf of Mi Familia Vota challenging Arizona’s newly-passed voter suppression law, House Bill 2492.",false,false,false,false,false,true,false,false,Filed
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Living United for Change in Arizona v. Hobbs","Arizona Citizenship Requirement Challenge (LUCHA)","https://www.democracydocket.com/cases/arizona-citizenship-requirement-challenge-lucha/",2022-03-31,undefined,"Lawsuit filed on behalf of Living United for Change in Arizona and other organizations challenging Arizona’s restrictive new proof of citizenship law, House Bill 2492.",false,false,false,false,false,true,false,false,Filed
Louisiana,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-louisiana-01-1.png,"Ardoin v. Robinson","Louisiana Congressional Redistricting Challenge (Robinson)","https://www.democracydocket.com/cases/louisiana-congressional-redistricting-challenge-robinson/",2022-03-30,undefined,"Lawsuit filed on behalf of voters and civil rights groups challenging Louisiana’s new congressional map.",false,false,false,false,true,false,false,false,Filed
Louisiana,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-louisiana-01-1.png,"Galmon v. Ardoin","Louisiana Congressional Redistricting Challenge (Galmon)","https://www.democracydocket.com/cases/louisiana-congressional-redistricting-challenge-galmon/",2022-03-30,undefined,"Lawsuit filed on behalf of a group of Black voters against Louisiana’s new congressional map.",false,false,false,false,true,false,false,false,Filed
Louisiana,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-louisiana-01-1.png,"Bullman v. Ardoin","Louisiana Impasse Litigation (Bullman)","https://www.democracydocket.com/cases/louisiana-impasse-litigation/",2022-03-10,2022-03-30,"Lawsuit brought by individual voters challenging Louisiana’s 2010 congressional map after Gov. John Bel Edwards (D) vetoed the new map.",false,false,false,false,true,false,false,false,Decided
Louisiana,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-louisiana-01-1.png,"NAACP Louisiana State Conference v. Ardoin","Louisiana Impasse Litigation (NAACP)","https://www.democracydocket.com/cases/louisiana-impasse-litigation-naacp/",2022-03-15,2022-03-30,"Lawsuit filed on behalf of the Louisiana State Conference of the NAACP and others challenging Louisiana’s 2010 congressional map following the release of 2020 census data.",false,false,false,false,true,false,false,false,Decided
Missouri,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-missouri-01-2.png,"Berry v. Missouri","Missouri Impasse Litigation (Berry I)","https://www.democracydocket.com/cases/missouri-impasse-litigation-berry/",2022-03-08,2022-03-28,"Lawsuit filed in state court on behalf of a Republican challenging Missouri’s 2010 congressional map following the release of 2020 census data.",false,false,false,false,true,false,false,false,Decided
New Mexico,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-newmexico-01-1.png,"Voter Reference Foundation v. Balderas","New Mexico Voter Records Publication Challenge","https://www.democracydocket.com/cases/new-mexico-voter-records-publication-challenge/",2022-03-28,undefined,"Lawsuit brought by the conservative group Voter Reference Foundation and a New Mexico resident challenging New Mexico’s ability to criminally prosecute the group for violating New Mexico statutes protecting voter data.",false,false,false,false,false,true,false,false,Filed
Pennsylvania,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-pennslyvania-01-1.png,"Toth Jr. v. Chapman","Pennsylvania At-Large Congressional Elections","https://www.democracydocket.com/cases/pennsylvania-at-large-congressional-elections/",2022-02-11,2022-03-28,"Lawsuit filed on behalf of four Republicans challenging the state court system’s ability to draw new districts after the Legislature failed to do so.",false,false,false,false,true,false,false,true,Decided
Michigan,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-michigan-01-1.png,"League of Women Voters of Michigan v. Independent Citizens Redistricting Commission","Michigan Legislative Redistricting Challenge (LWV)","https://www.democracydocket.com/cases/michigan-legislative-redistricting-challenge-lwv/",2022-02-01,2022-03-25,"Lawsuit filed in the Michigan Supreme Court against the state’s new districts for the Michigan House of Representatives.",false,false,false,false,true,false,false,false,Decided
Texas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-texas-01-1.png,"United States v. Galveston County","Texas Galveston County Redistricting Challenge (DOJ)","https://www.democracydocket.com/cases/texas-galveston-county-redistricting-challenge/",2022-03-24,undefined,"Lawsuit filed by the U.S. Department of Justice against Galveston County, Texas, over how new districts for its Commissioners Court are drawn.",false,false,false,false,true,false,false,false,Filed
Ohio,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-ohio-01-1.png,"Simon v. DeWine","Ohio Redistricting Challenge (Simon)","https://www.democracydocket.com/cases/ohio-redistricting-challenge-simon/",2021-12-01,2022-03-23,"Lawsuit challenging the Ohio’s new congressional and state Senate maps drawn with 2020 census data.",false,false,false,false,true,false,false,false,Decided
Michigan,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-michigan-01-1.png,"Agee v. Benson","Michigan Legislative Redistricting Challenge (Agee)","https://www.democracydocket.com/cases/michigan-legislative-redistricting-challenge-agee/",2022-03-23,undefined,"Lawsuit filed on behalf of Black voters against the Michigan’s new legislative maps.",false,false,false,false,true,false,false,false,Filed
Utah,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-utah-01-1.png,"League of Women Voters of Utah v. Utah State Legislature","Utah Congressional Redistricting Challenge","https://www.democracydocket.com/cases/utah-congressional-redistricting-challenge/",2022-03-17,undefined,"Lawsuit challenging Utah’s new congressional map following the release of 2020 census data.",false,false,false,false,true,false,false,false,Appealed
Hawaii,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-hawaii-01-1.png,"Hicks v. Hawaii Reapportionment Commission","Hawaii Legislative Redistricting Challenge","https://www.democracydocket.com/cases/hawaii-legislative-redistricting-challenge/",2022-02-23,2022-03-16,"Lawsuit filed in the Hawaii Supreme Court on behalf of Hawaii voters challenging the state’s new legislative maps.",false,false,false,false,true,false,false,false,Decided
Washington,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-washington-01.png,"Garcia v. Hobbs","Washington Legislative Redistricting Challenge (Garcia)","https://www.democracydocket.com/cases/washington-legislative-redistricting-challenge-garcia/",2022-03-15,undefined,"Lawsuit filed on behalf of a voter challenging Washington state’s new legislative map drawn with 2020 census data.",false,false,false,false,true,false,false,false,Appealed
Louisiana,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-louisiana-01-1.png,"Nairne v. Ardoin","Louisiana Legislative Redistricting Challenge","https://www.democracydocket.com/cases/louisiana-legislative-redistricting-challenge/",2022-03-14,undefined,"Lawsuit filed in federal court on behalf of Black voters and civil rights organizations against Louisiana’s newly enacted legislative maps.",false,false,false,false,true,false,false,false,Filed
Florida,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-florida-01-1.png,"Common Cause Florida v. Byrd","Florida Congressional Redistricting Challenge (Common Cause)","https://www.democracydocket.com/cases/florida-congressional-redistricting-challenge-common-cause/",2022-03-11,undefined,"Lawsuit filed in federal court challenging the state’s current congressional map following the release of 2020 census data.",false,false,false,false,true,false,false,false,Filed
Colorado,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-colorado-01-1.png,"CO MT WY State Area Conference of the NAACP v. U.S. Election Integrity Plan","Colorado Voter Intimidation Challenge","https://www.democracydocket.com/cases/colorado-voter-intimidation-challenge/",2022-03-09,undefined,"Lawsuit filed against the United States Election Integrity Plan challenging the group’s voter intimidation practices.",true,false,false,false,false,false,false,false,Filed
Arkansas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arkansas-01-1.png,"Simpson v. Hutchinson","Arkansas Congressional Redistricting Challenge (Simpson)","https://www.democracydocket.com/cases/arkansas-congressional-redistricting-challenge/",2022-03-07,undefined,"Lawsuit filed on behalf of a group of Black Arkansas voters challenging the state’s new congressional map.",false,false,false,false,true,false,false,false,Appealed
Kansas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-kansas-01-1.png,"Schwab v. Klapper","Kansas Redistricting Lawsuits Challenge (Schwab)","https://www.democracydocket.com/cases/kansas-redistricting-lawsuits-challenge-schwab/",2022-02-18,2022-03-04,"Lawsuit filed by Kansas Attorney General Derek Schmidt (R) in the Kansas Supreme Court asking it to block two lawsuits challenging the state’s new congressional districts.",false,false,false,false,true,false,false,true,Decided
Florida,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-florida-01-1.png,"In re: Joint Resolution of Legislative Apportionment","Florida Legislative Redistricting Review","https://www.democracydocket.com/cases/florida-legislative-redistricting-review/",2022-01-31,2022-03-03,"Proceedings before the Florida Supreme Court to determine the validity of the state’s legislative districts.",false,false,false,false,true,false,false,false,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Wood v. Raffensperger","Georgia Runoff Election Challenge #5","https://www.democracydocket.com/cases/georgia-runoff-challenge-5/",2020-12-18,2022-02-28,"Republican lawsuit challenging multiple aspects of the 2021 Georgia Senate runoff elections.",true,false,false,false,false,false,true,true,Decided
Tennessee,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-tennessee-01-1.png,"Moore v. Lee","Tennessee Legislative Redistricting Challenge","https://www.democracydocket.com/cases/tennessee-legislative-redistricting-challenge/",2022-02-23,undefined,"Lawsuit filed on behalf of Democratic voters challenging Tennessee’s new state House and Senate maps drawn with 2020 census data.",false,false,false,false,true,false,false,false,Appealed
Alabama,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-alabama-01-1.png,"Greater Birmingham Ministries v. Merrill","Alabama Voter Purge NVRA Challenge","https://www.democracydocket.com/cases/alabama-voter-purge-nvra-challenge/",2022-02-22,undefined,"Lawsuit filed by Greater Birmingham Ministries against Alabama Secretary of State John Merrill (R) due to his refusal to produce records of voters who were purged.",true,true,false,false,false,true,false,false,Appealed
Ohio,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-ohio-01-1.png,"Gonidakis v. Ohio Redistricting Commission","Ohio Impasse Litigation","https://www.democracydocket.com/cases/ohio-impasse-litigation-gonidakis/",2022-02-18,undefined,"Lawsuit filed in federal court on behalf of Ohio voters after the Ohio Redistricting Commission failed to adopt new legislative districts.",false,false,false,false,true,false,false,false,Appealed
Michigan,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-michigan-01-1.png,"Detroit Caucus v. Michigan Independent Citizens Redistricting Commission","Michigan Redistricting Challenge (Detroit Caucus)","https://www.democracydocket.com/cases/michigan-redistricting-challenge-detroit-caucus/",2022-01-05,2022-02-16,"Lawsuit challenging Michigan’s new legislative and congressional maps passed following the release of 2020 census data.",false,false,false,false,true,false,false,false,Decided
Alaska,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-alaska-01-1.png,"Wilson v. Alaska Redistricting Board","Alaska Legislative Redistricting Challenge (Wilson)","https://www.democracydocket.com/cases/alaska-legislative-redistricting-challenge-wilson/",2021-12-09,2022-02-15,"Lawsuit challenging the process and outcome of Alaska’s recent round of legislative redistricting following the release of 2020 census data.",false,false,false,false,true,false,false,true,Decided
Minnesota,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-minnesota-01-1.png,"Sachs v. Simon","Minnesota Impasse Litigation","https://www.democracydocket.com/cases/minnesota-impasse-litigation/",2021-04-26,2022-02-15,"Lawsuit challenging Minnesota’s legislative and congressional maps drawn with 2020 census data.",false,false,false,false,true,false,false,true,Decided
Texas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-texas-01-1.png,"Petteway v. Galveston County","Texas Galveston County Redistricting Challenge (Petteway)","https://www.democracydocket.com/cases/texas-galveston-county-redistricting-challenge-petteway/",2022-02-15,undefined,"Lawsuit filed on behalf of Galveston County voters challenging the 2021 enacted redistricting plan for the county’s Commissioners Court precincts.",false,false,false,false,true,false,false,false,Appealed
Alaska,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-alaska-01-1.png,"Calista Corp. v. Alaska Redistricting Board","Alaska Legislative Redistricting Challenge (Calista Corp.)","https://www.democracydocket.com/cases/alaska-legislative-redistricting-challenge-calista-corp/",2021-12-10,2022-02-15,"Lawsuit filed on behalf of Calista Corporation, a regional Native corporation, and two residents of the Calista region against the Alaska Redistricting Board challenging the state’s new legislative maps.",false,false,false,false,true,false,false,true,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Whiteside v. Raffensperger","Georgia Voter Suppression Law (Gwinnett County)","https://www.democracydocket.com/cases/georgia-voter-suppression-bill-gwinnett-county/",2021-08-31,2022-02-11,"Lawsuit challenging Georgia voter suppression law S.B. 202.",false,false,true,false,false,false,false,false,Decided
Idaho,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-idaho-01.png,"Pentico v. Idaho Commission for Reapportionment","Idaho Congressional Redistricting Challenge","https://www.democracydocket.com/cases/idaho-congressional-redistricting-challenge/",2021-12-15,2022-02-11,"Lawsuit filed on behalf of a voter challenging Idaho’s redistricting process and the resulting congressional map.",false,false,false,false,true,false,false,false,Decided
Florida,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-florida-01-1.png,"In re: Advisory Opinion to the Governor","Florida Redistricting Advisory Opinion Request","https://www.democracydocket.com/cases/florida-redistricting-advisory-opinion-request/",2022-02-01,2022-02-10,"Florida Gov. Ron DeSantis (R) asked the Florida Supreme Court to issue an advisory opinion clarifying the permissible use of race in the state’s congressional redistricting process.",false,false,false,false,true,false,false,true,Decided
North Dakota,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-northdakota-01.png,"Turtle Mountain Band of Chippewa Indians v. Jaeger","North Dakota Legislative Redistricting Challenge (Turtle Mountain Band)","https://www.democracydocket.com/cases/north-dakota-legislative-redistricting-challenge/",2022-02-07,undefined,"Lawsuit filed on behalf of the Turtle Mountain Band of Chippewa Indians, Spirit Lake Tribe and individual Native American voters challenging North Dakota’s new legislative districts.",false,false,false,false,true,false,false,false,Appealed
Montana,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-montana-01-1.png,"Forward Montana v. Montana","Montana Voter Suppression Law (Forward Montana)","https://www.democracydocket.com/cases/montana-voter-suppression-law-forward-montana/",2021-06-01,2022-02-03,"Lawsuit challenging a Montana voter suppression law.",false,false,false,false,false,true,false,true,Decided
New Jersey,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-newjersey-01-1.png,"Steinhardt v. New Jersey Redistricting Commission","New Jersey Congressional Redistricting Challenge","https://www.democracydocket.com/cases/new-jersey-congressional-redistricting-challenge/",2021-12-30,2022-02-03,"Lawsuit filed by New Jersey Republicans challenging the process by which the New Jersey Congressional Redistricting Commission adopted a new congressional map.",false,false,false,false,true,false,false,true,Decided
