id,publishDate,title,url,publication,authors,authorList,image,sentence,country,bias,mediaOutletType,hasElias,hasDemocracyDocket
167979,2025-08-26,Researcher who has distorted voter data appointed to Homeland Security election integrity role,https://www.baltimoresun.com/2025/08/26/homeland-security-election-appointment/,Baltimore Sun,Associated Press,,https://www.baltimoresun.com/wp-content/uploads/2025/08/Homeland_Security_Election_Appointment_32619.jpg?w=1024&h=683,"The political appointment, first reported by Democracy Docket, shows how self-styled election investigators who have thrown themselves into election conspiracy theories since 2020 are now being celebrated by a presidential administration that indulges their false claims.",United States,Center,Local News Outlet,False,True
167978,2025-08-26,Researcher who has distorted voter data appointed to Homeland Security election integrity role,https://www.ksat.com/news/politics/2025/08/26/researcher-who-has-distorted-voted-data-appointed-to-homeland-security-election-integrity-role/,KSAT,"Ali Swenson, Associated Press",Ali Swenson,"https://res.cloudinary.com/graham-media-group/image/upload/f_auto/q_auto/c_thumb,w_700/v1/media/gmg/FBGAEA2V35BOTN7ZUHKWAIDYVE.jpg?_a=DATAg1fkZAA0","Recommended Videos

The political appointment, first reported by Democracy Docket, shows how self-styled election investigators who have thrown themselves into election conspiracy theories since 2020 are now being celebrated by a presidential administration that indulges their false claims.",United States,Unspecified,Local Broadcast News,False,True
167971,2025-08-26,Researcher who has distorted voter data appointed to Homeland Security election integrity role,https://www.sun-sentinel.com/2025/08/26/homeland-security-election-appointment/,Orlando Sun Sentinel,Associated Press,,https://www.sun-sentinel.com/wp-content/uploads/2025/08/Homeland_Security_Election_Appointment_32619.jpg?w=1024&h=683,"The political appointment, first reported by Democracy Docket, shows how self-styled election investigators who have thrown themselves into election conspiracy theories since 2020 are now being celebrated by a presidential administration that indulges their false claims.",United States,Center,Local News Outlet,False,True
167966,2025-08-26,Researcher who has distorted voter data appointed to Homeland Security election integrity role,https://www.twincities.com/2025/08/26/homeland-security-election-appointment/,Twin Cities Pioneer Press,Associated Press,,https://www.twincities.com/wp-content/uploads/2025/08/Homeland_Security_Election_Appointment_32619.jpg?w=1024&h=683,"The political appointment, first reported by Democracy Docket, shows how self-styled election investigators who have thrown themselves into election conspiracy theories since 2020 are now being celebrated by a presidential administration that indulges their false claims.",United States,Center,Local News Outlet,False,True
167965,2025-08-26,Researcher who has distorted voter data appointed to Homeland Security election integrity role,https://www.orlandosentinel.com/2025/08/26/homeland-security-election-appointment/,Orlando Sentinel,Associated Press,,https://www.orlandosentinel.com/wp-content/uploads/2025/08/Homeland_Security_Election_Appointment_32619.jpg?w=1024&h=683,"The political appointment, first reported by Democracy Docket, shows how self-styled election investigators who have thrown themselves into election conspiracy theories since 2020 are now being celebrated by a presidential administration that indulges their false claims.",United States,Center,Local News Outlet,False,True
167962,2025-08-26,Pa. activist who distorted voter data named to Homeland Security election role,https://www.pennlive.com/elections/2025/08/pa-activist-who-distorted-voter-data-named-to-homeland-security-election-role.html,PennLive,The Associated Press,,https://www.pennlive.com/resizer/v2/RPSIMIDHH5H4PKIKFBOFUNL3DE.jpg?auth=e7b9cbade83c3409572db578199310f2a553f5cf40696240d88028ecc1354424&width=1280&smart=true&quality=90,"The political appointment, first reported by Democracy Docket, shows how self-styled election investigators who have thrown themselves into election conspiracy theories since 2020 are now being celebrated by a presidential administration that indulges their false claims.",United States,Center,Local News Outlet,False,True
167954,2025-08-26,Researcher who has distorted voter data appointed to Homeland Security election integrity role,https://www.newsday.com/news/nation/heather-honey-trump-election-integrity-homeland-security-p03333,Newsday,The Associated Press,,https://cdn.newsday.com/ace/c:N2Y2N2Y2Y2UtNjhhZS00:ZjVjNDk4ZjktNDUwOC00/landscape/1280,"The political appointment, first reported by Democracy Docket, shows how self-styled election investigators who have thrown themselves into election conspiracy theories since 2020 are now being celebrated by a presidential administration that indulges their false claims.",United States,Center,Local News Outlet,False,True
167951,2025-08-27,Researcher who has distorted voter data appointed to Homeland Security election integrity role,https://www.nbcnews.com/politics/trump-administration/researcher-voter-data-2020-trump-election-integrity-rcna227494,NBC News,The Associated Press,,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2025-08/250827-heather-honey-ew-1008a-424201.jpg","The political appointment, first reported by Democracy Docket, shows how self-styled election investigators who have thrown themselves into election conspiracy theories since 2020 are now being celebrated by a presidential administration that indulges their false claims.",United States,Center,Network TV News,False,True
167892,2025-12-06,Trump DOJ Wants To Re-Indicting Letitia James After Two Failed Attempts,https://www.inquisitr.com/trump-doj-wants-to-re-indicting-letitia-james-after-two-failed-attempts,Inquisitr,News Writer,News Writer,https://www.inquisitr.com/wp-content/uploads/2025/12/Letitia-James.jpg,"Democracy Docket reported that “the DOJ may again try to bring charges sometime in the future,” per MS NOW, with Reuters also writing “prosecutors intend to seek a new indictment.”",United States,Center,Web Publication,False,True
175191,2022-12-27,Dems' dark money scheme funding 'research' on 'disinformation',https://www.wnd.com/2022/12/dems-dark-money-scheme-funding-research-disinformation/,World Net Daily,Around The Web,Around The Web,https://www.wnd.com/wp-content/uploads/2022/08/signs-evening-news-good-bad-media-reporters-fake-lies-lying-deception-jk-1200x630.jpg,"The Hopewell Fund sponsored both the Voter Participation Center and the Center for Voter Information, the NYT reported, which spent almost $150 million together preceding the 2020 election in “get-out-the-vote” efforts targeting demographics that lean Democratic; the fund also bankrolled a Democrat-aligned legal group, Democracy Docket Legal Fund, led by Democratic Party election lawyer Marc Elias.",United States,Right,Web Publication,True,True
178451,2026-02-19,"Republican National Committee Sues To Block Virginia Referendum, Calls Democrat Redistricting Move 'Blatant Abuse Of Power' Ahead Of April Vote",https://www.benzinga.com/news/politics/26/02/50710667/republican-national-committee-sues-to-block-virginia-referendum-calls-democrat-redistricting-move-blatant-abuse-of-power-ahead-of-april-vote,Benzinga,Snigdha Gairola,Snigdha Gairola,https://cdn.benzinga.com/files/images/story/2026/02/19/Democrats-Lead-On-Top-Problems.jpeg?width=1200&height=800&fit=crop,"Virginia Redistricting Fight Could Flip House Seats

The RNC, National Republican Congressional Committee (NRCC), and two GOP congressmen filed a lawsuit to block a Virginia constitutional amendment that would allow the legislature to redraw congressional districts mid-decade, reported Democracy Docket.",United States,Center,Web Publication,False,True
175244,2024-04-19,Hillary Clinton suggests 'what Trump really wants' is to 'kill his opposition',https://www.wnd.com/2024/04/hillary-clinton-suggests-trump-really-wants-kill-opposition/?utm_source=rss&utm_medium=rss&utm_campaign=hillary-clinton-suggests-trump-really-wants-kill-opposition,World Net Daily,Around The Web,Around The Web,https://www.wnd.com/wp-content/uploads/2024/06/Hillary-Clinton-video-screenshot-2-1200x630.jpg,"Clinton, on the “Democracy Docket” podcast, accused Trump of modeling himself after Russian President Vladmir Putin and other global dictators, suggesting her former opponent wants to commit heinous acts against those who oppose him.",United States,Right,Web Publication,True,True
71239,2025-04-15,Advocacy Groups Demand Probe into ‘Threatening’ Texts to Young Wisconsin Voters,https://www.democracydocket.com/news-alerts/advocacy-groups-demand-probe-into-threatening-texts-to-young-wisconsin-voters/,Democracy Docket,".Wp-Block-Co-Authors-Plus-Coauthors.Is-Layout-Flow, Class, Wp-Block-Co-Authors-Plus, Display Inline, .Wp-Block-Co-Authors-Plus-Avatar, Where Img, Height Auto Max-Width, Vertical-Align Bottom .Wp-Block-Co-Authors-Plus-Coauthors.Is-Layout-Flow .Wp-Block-Co-Authors-Plus-Avatar, Vertical-Align Middle .Wp-Block-Co-Authors-Plus-Avatar Is .Alignleft .Alignright, Display Table .Wp-Block-Co-Authors-Plus-Avatar.Aligncenter Display Table Margin-Inline Auto",,https://www.democracydocket.com/wp-content/uploads/2024/10/9870BCA6-9AFB-4195-AE1F-13302038C8C7-1.jpeg,"“Wisconsin voters need to know that these threatening text messages are illegal.”

Democracy Docket reached out to Kaul and the DOJ for comment.",United States,Center Left,Web Publication,False,True
71284,2025-04-15,Meet The Candidates Running Against Election Deniers In Their Communities,https://www.democracydocket.com/analysis/meet-the-candidates-running-against-election-deniers-in-their-communities/,Democracy Docket,".Wp-Block-Co-Authors-Plus-Coauthors.Is-Layout-Flow, Class, Wp-Block-Co-Authors-Plus, Display Inline, .Wp-Block-Co-Authors-Plus-Avatar, Where Img, Height Auto Max-Width, Vertical-Align Bottom .Wp-Block-Co-Authors-Plus-Coauthors.Is-Layout-Flow .Wp-Block-Co-Authors-Plus-Avatar, Vertical-Align Middle .Wp-Block-Co-Authors-Plus-Avatar Is .Alignleft .Alignright, Display Table .Wp-Block-Co-Authors-Plus-Avatar.Aligncenter Display Table Margin-Inline Auto",,https://www.democracydocket.com/wp-content/uploads/2024/09/Anti-Election-Denier-Candidates-WEB.png,"no turning it off,” she said in a recent interview with Democracy Docket.",United States,Center Left,Web Publication,False,True
71464,2025-04-15,Georgia Election Board Passes Rule That Could Delay Election Certification,https://www.democracydocket.com/news-alerts/georgia-elections-board-passes-rule-that-could-delay-election-certification/,Democracy Docket,".Wp-Block-Co-Authors-Plus-Coauthors.Is-Layout-Flow, Class, Wp-Block-Co-Authors-Plus, Display Inline, .Wp-Block-Co-Authors-Plus-Avatar, Where Img, Height Auto Max-Width, Vertical-Align Bottom .Wp-Block-Co-Authors-Plus-Coauthors.Is-Layout-Flow .Wp-Block-Co-Authors-Plus-Avatar, Vertical-Align Middle .Wp-Block-Co-Authors-Plus-Avatar Is .Alignleft .Alignright, Display Table .Wp-Block-Co-Authors-Plus-Avatar.Aligncenter Display Table Margin-Inline Auto",,https://www.democracydocket.com/wp-content/uploads/2024/08/Georgia-State-Capitol-in-Atlanta-AdobeStock_237551917-scaled.jpeg,Democracy Docket is the only news outlet tracking and reporting on all of these cases — sign up for our free daily and weekly newsletters to get the latest updates sent straight to your inbox.,United States,Center Left,Web Publication,False,True
71245,2025-04-15,Why One Parent Has Become a “Supreme Court Voter”,https://www.democracydocket.com/opinion/why-one-parent-has-become-a-supreme-court-voter/,Democracy Docket,".Wp-Block-Co-Authors-Plus-Coauthors.Is-Layout-Flow, Class, Wp-Block-Co-Authors-Plus, Display Inline, .Wp-Block-Co-Authors-Plus-Avatar, Where Img, Height Auto Max-Width, Vertical-Align Bottom .Wp-Block-Co-Authors-Plus-Coauthors.Is-Layout-Flow .Wp-Block-Co-Authors-Plus-Avatar, Vertical-Align Middle .Wp-Block-Co-Authors-Plus-Avatar Is .Alignleft .Alignright, Display Table .Wp-Block-Co-Authors-Plus-Avatar.Aligncenter Display Table Margin-Inline Auto",,https://www.democracydocket.com/wp-content/uploads/2024/10/SCOTUS-Voters-WEB.png,Democracy Docket is the only news outlet tracking and reporting on all of these cases — sign up for our free daily and weekly newsletters to get the latest updates sent straight to your inbox.,United States,Center Left,Web Publication,False,True
71426,2025-04-15,Tim Walz is Kamala Harris’ VP Pick — Here’s His Record on Voting Rights,https://www.democracydocket.com/news-alerts/tim-walz-is-kamala-harris-vp-pick-heres-his-record-on-voting-rights/,Democracy Docket,".Wp-Block-Co-Authors-Plus-Coauthors.Is-Layout-Flow, Class, Wp-Block-Co-Authors-Plus, Display Inline, .Wp-Block-Co-Authors-Plus-Avatar, Where Img, Height Auto Max-Width, Vertical-Align Bottom .Wp-Block-Co-Authors-Plus-Coauthors.Is-Layout-Flow .Wp-Block-Co-Authors-Plus-Avatar, Vertical-Align Middle .Wp-Block-Co-Authors-Plus-Avatar Is .Alignleft .Alignright, Display Table .Wp-Block-Co-Authors-Plus-Avatar.Aligncenter Display Table Margin-Inline Auto",,https://www.democracydocket.com/wp-content/uploads/2024/08/AP23058752522651-1-1024x683.jpg,"Walz said he and Harris strive to create “a place where we settle our political differences, not through violence, but with our votes.”

sign up Democracy Docket is the only news outlet tracking and reporting on all of the voting and election cases — sign up for our free daily and weekly newsletters to get the latest updates sent straight to your inbox.",United States,Center Left,Web Publication,False,True
71458,2025-04-15,Georgia Election Deniers Deliver for Trump,https://www.democracydocket.com/opinion/georgia-election-deniers-deliver-for-trump/?utm_source=Democracy+Docket+Newsletters&utm_campaign=ceec999bfc-20240806_dailydocket_CC_COPY_01&utm_medium=email&utm_term=0_-79f5309977-%5BLIST_EMAIL_ID%5D&mc_cid=ceec999bfc,Democracy Docket,".Wp-Block-Co-Authors-Plus-Coauthors.Is-Layout-Flow, Class, Wp-Block-Co-Authors-Plus, Display Inline, .Wp-Block-Co-Authors-Plus-Avatar, Where Img, Height Auto Max-Width, Vertical-Align Bottom .Wp-Block-Co-Authors-Plus-Coauthors.Is-Layout-Flow .Wp-Block-Co-Authors-Plus-Avatar, Vertical-Align Middle .Wp-Block-Co-Authors-Plus-Avatar Is .Alignleft .Alignright, Display Table .Wp-Block-Co-Authors-Plus-Avatar.Aligncenter Display Table Margin-Inline Auto",,https://www.democracydocket.com/wp-content/uploads/2024/08/GA-Trump-Puppets-WEB.png,Democracy Docket is the only news outlet tracking and reporting on all of these cases — sign up for our free daily and weekly newsletters to get the latest updates sent straight to your inbox.,United States,Center Left,Web Publication,False,True
71479,2025-04-15,How the Supreme Court Bolstered Project 2025,https://www.democracydocket.com/opinion/how-the-supreme-court-bolstered-project-2025/,Democracy Docket,".Wp-Block-Co-Authors-Plus-Coauthors.Is-Layout-Flow, Class, Wp-Block-Co-Authors-Plus, Display Inline, .Wp-Block-Co-Authors-Plus-Avatar, Where Img, Height Auto Max-Width, Vertical-Align Bottom .Wp-Block-Co-Authors-Plus-Coauthors.Is-Layout-Flow .Wp-Block-Co-Authors-Plus-Avatar, Vertical-Align Middle .Wp-Block-Co-Authors-Plus-Avatar Is .Alignleft .Alignright, Display Table .Wp-Block-Co-Authors-Plus-Avatar.Aligncenter Display Table Margin-Inline Auto",,https://www.democracydocket.com/wp-content/uploads/2024/07/Project-2025-x-SCOTUS-WEB.png,Democracy Docket is the only news outlet tracking and reporting on all of these cases — sign up for our free daily and weekly newsletters to get the latest updates sent straight to your inbox.,United States,Center Left,Web Publication,False,True
175505,2023-12-31,"Maine Secretary of State visited White House twice, called Electoral College ‘relic of white supremacy’",https://www.bizpacreview.com/2023/12/31/maine-secretary-of-state-visited-white-house-twice-called-electoral-college-relic-of-white-supremacy-1423847/,BizPac Review,"Vivek Saxena, Steve Hecht, Michael Matteo, Michael Busler, Michael Letts, Ben Shapiro, Larry Elder, Stephen Moore, Dave Scott","Ben Shapiro, Dave Scott, Larry Elder, Michael Busler, Michael Letts, Michael Matteo, Stephen Moore, Steve Hecht, Vivek Saxena",https://www.bizpacreview.com/wp-content/uploads/2023/12/SG-Shenna-Bellows-1200x630-1.jpg,"Case in point: In June of 2021, she penned an op-ed for Democracy Docket, a left-wing site, calling the Electoral College a “relic of white supremacy.”",United States,Right,Web Publication,False,True
172778,2026-02-03,"DNI Tulsi Gabbard Responds to ""Blatantly False and Slanderous"" Congressional and Media Accusations Regarding Integrity of Elections",https://www.thegatewaypundit.com/2026/02/dni-tulsi-gabbard-responds-blatantly-false-slanderous-congressional/,Gateway Pundit,Brian Lupo,Brian Lupo,https://www.thegatewaypundit.com/wp-content/uploads/2026/02/tulsi-fulton-county-1200x630.jpg,"According to The Democracy Docket, David Becker, the founder of the Center for Election Innovation and Research (CEIR), told reporters last week:

“The Office of the Director of National Intelligence has no domestic responsibilities.",United States,Right,Web Publication,False,True
172797,2025-12-09,UPDATE: New Indiana Congressional Map Advances Critical Step,https://100percentfedup.com/new-indiana-congressional-map-advances-critical-step/?utm_source=rss&utm_medium=rss&utm_campaign=new-indiana-congressional-map-advances-critical-step,100 Percent Fed Up,,,https://100percentfedup.com/wp-content/uploads/2025/10/update-breaking-news-1-1.jpg,"🚨Just in: The Indiana Senate Elections Committee has officially passes the new congressional map for 2026 in a 6-3 vote This will now go before the full Senate for a vote The map would move from 7R-2D to 9R-0D pic.twitter.com/3ZNxFmHneP — The Calvin Coolidge Project (@TheCalvinCooli1) December 9, 2025

Democracy Docket has more:

Senate President Pro Tem Rodric Bray (R) has repeatedly said the upper chamber does not have enough Republicans supporting the measure for the map to pass, but Monday’s committee action marked the clearest sign yet that GOP leaders may still attempt to force a floor showdown later this week.",United States,Right,Web Publication,False,True
173796,2020-07-14,"Hillary doubles down: Trump's election victory was 'illegitimate', you know",https://hotair.com/archives/karen-townsend/2020/07/14/hillary-doubles-trumps-election-victory-illegitimate-know/,Hot Air,Karen Townsend,Karen Townsend,https://media.townhall.com/cdn/hodl/ha/images/up/2017/11/BillHillary.jpg,She said she works with Democracy Docket to support lawsuits ‘to make the vote available’.,United States,Right,Web Publication,False,True
174374,2021-07-01,"Supreme Crazies: Celebs, Journos Outraged By SCOTUS Decision to Protect Election Integrity",https://www.newsbusters.org/blogs/culture/abigail-streetman/2021/07/01/supreme-crazies-celebs-journos-outraged-scotus-decision,mrcNewsbusters,"Abigail Streetman, Contributing Writer","Abigail Streetman, Contributing Writer",https://cdn.newsbusters.org/2021-07/scotus_0.PNG,"— Joy-Ann (Pro-Democracy) Reid 😷 (@JoyAnnReid) July 1, 2021

Election law attorney and founder of Democracy Docket, Marc E. Elias was obviously upset by the decision.",United States,Center,Web Publication,False,True
175235,2024-04-21,HOW IRONIC: Hillary Clinton Claims Trump Wants To “Kill His Opposition”,https://100percentfedup.com/how-ironic-hillary-clinton-claims-trump-wants-kill/?utm_source=rss&utm_medium=rss&utm_campaign=how-ironic-hillary-clinton-claims-trump-wants-kill,100 Percent Fed Up,,,https://100percentfedup.com/wp-content/uploads/2024/04/hillary-clinton-huh-1200x630-1.jpg,"Fox News added:

Clinton made those comments on the “Democracy Docket” podcast with host Marc Elias, a Democratic election lawyer who previously served as general counsel on her 2016 presidential campaign.",United States,Right,Web Publication,True,True
175298,2023-01-08,Marc Elias Files Lawsuit Challenging New Voter ID Law in Ohio,https://redstate.com/brutalbrittany/2023/01/08/marc-elias-files-lawsuit-challenging-new-voter-id-law-in-ohio-n685616,Red State,"Brittany Sheehan, Bob Hoge, Teri Christoph, Rusty Weiss, Tommy Sears","Bob Hoge, Brittany Sheehan, Rusty Weiss, Teri Christoph, Tommy Sears",https://media.townhall.com/townhall/reu/ha/2009/36/784653be-b6b8-430f-8b32-4b043559bcc2@news.ap.org.jpg,"https://t.co/SFUWqKchcb — Democracy Docket (@DemocracyDocket) January 6, 2023

As expected, @marceelias has filed a lawsuit against Ohio’s voting law bill signed into law Friday.",United States,Right,Web Publication,True,True
175397,2023-06-05,NV GOP Files Lawsuit Against Nevada Over Presidential Primary System,https://redstate.com/brutalbrittany/2023/06/05/nv-gop-files-lawsuit-against-nevada-over-presidential-primary-system-n756622,Red State,"Brittany Sheehan, Teri Christoph, Bob Hoge, Rusty Weiss, Tommy Sears","Bob Hoge, Brittany Sheehan, Rusty Weiss, Teri Christoph, Tommy Sears",https://media.townhall.com/townhall/reu/ha/2018/174/e49e6ab1-9b73-4687-aa26-9eb5a26c0178.jpg,Democracy Docket founder Marc Elias has taken to social media to criticize Chattah as a “conspiracy theorist.”,United States,Right,Web Publication,True,True
175513,2023-12-15,President Trump Scores Legal Victory In Michigan,https://100percentfedup.com/president-trump-scores-legal-victory-in-michigan/?utm_source=rss&utm_medium=rss&utm_campaign=president-trump-scores-legal-victory-in-michigan,100 Percent Fed Up,,,https://100percentfedup.com/wp-content/uploads/2023/05/donald-trump-1200x630.jpg,"https://t.co/CeK05s1ph0 pic.twitter.com/oydLNPL1KR — Democracy Docket (@DemocracyDocket) December 15, 2023

Per The Epoch Times:",United States,Right,Web Publication,False,True
175573,2025-12-30,"Kennedy Center Prez Fumes as More Artists Cancel, DHS Claims St. Elizabeths Buildings Constitute an “Emergency,” and Capitol Hemp Closes",https://washingtonian.com/2025/12/30/kennedy-center-more-cancellations-dhs-st-elizabeths/?utm_source=rss&utm_medium=rss&utm_campaign=kennedy-center-more-cancellations-dhs-st-elizabeths,Washingtonian,Andrew Beaujon,Andrew Beaujon,https://washingtonian.com/wp-content/uploads/2025/09/WashingtonianToday_Fall-02.png,(Democracy Docket),United States,Center,Local News Outlet,False,True
175836,2025-06-09,Russ Vought Will Keep the DOGS going Without Elon,https://dianeravitch.net/2025/06/09/russ-vought-will-keep-the-dogs-going-without-elon/,Diane Ravitch,,,https://dianeravitch.net/wp-content/uploads/2017/12/diane.jpg?w=200,"Democracy Docket reports on Vought:

Though Elon Musk is leaving the White House, DOGE isn’t going anywhere.",United States,Center Left,Independent Journalism,False,True
175848,2025-05-13,Marc Elias’s Democracy Docket: Sign up,https://dianeravitch.net/2025/05/13/marc-eliass-democracy-docket-sign-up/,Diane Ravitch,,,https://dianeravitch.net/wp-content/uploads/2017/12/diane.jpg?w=200,"It’s called Democracy Docket, and it is led by lawyer Marc Elias.",United States,Center Left,Independent Journalism,True,True
175975,2024-12-11,Trump Picks MAGA Lawyer to Lead Civil Rights Division of Justice Department,https://dianeravitch.net/2024/12/11/trump-picks-maga-lawyer-to-lead-civil-rights-division-of-justice-department/,Diane Ravitch,,,https://dianeravitch.net/wp-content/uploads/2017/12/diane.jpg?w=200,"Democracy Docket reported:

On Dec. 28, 2023, the day after the Colorado Republican Party asked the U.S. Supreme Court to weigh in on the Colorado Supreme Court’s decision to disqualify former President Donald Trump from appearing on the state’s primary ballot, Harmeet Dhillon tweeted: “Democrats are conspiring to commit the biggest election interference fraud in world history, right before our eyes, as government officials avert their eyes to the mockery of the constitution and our laws.",United States,Center Left,Independent Journalism,False,True
176103,2024-11-05,PolitiFact's guide to reliable Election Night news,https://www.politifact.com/article/2024/nov/05/politifacts-guide-to-reliable-news-and-information/,Politifact,"Louis Jacobson, November","Louis Jacobson, November",https://static.politifact.com/CACHE/images/politifact/photos/IMG_1484/5db5d588d075bddd21881435d3861d18.jpg,"Nate Persily, Stanford University law professor (@persily)

Jessica Huseman, Votebeat (@JessicaHuseman)

Chris Stirewalt, NewsNation and American Enterprise Institute (@ChrisStirewalt)

Marc Elias, Democracy Docket (@marceelias)

Amy Sherman, PolitiFact (@AmySherman1).",United States,Center,Web Publication,True,True
176346,2024-10-01,"As GOP files (and loses) election lawsuits in Nevada, Dems say it’s a plan to sow distrust",https://thenevadaindependent.com/article/as-gop-files-and-loses-election-lawsuits-in-nevada-dems-say-its-a-plan-to-sow-distrust,Nevada Independent,,,https://storage.googleapis.com/cdn.thenevadaindependent.com/2023/12/8a16ae7f-trump-.jpeg,"An analysis from Democracy Docket, a publication founded by well-known Democratic attorney Marc Elias, found the GOP has filed 51 lawsuits nationwide this cycle, compared to nine by Democrats.",United States,Unspecified,Local News Outlet,True,True
175540,2026-02-10,Why the Tulsi Gabbard Election Raid Is Scarier Than Initially Thought,https://slate.com/news-and-politics/2026/02/tulsi-gabbard-election-raid-georgia-2026-scary.html?via=rss,Slate,"Dahlia Lithwick, Mark Joseph Stern","Dahlia Lithwick, Mark Joseph Stern",https://compote.slate.com/images/5cc57f33-77ca-4e5d-9e1b-8887724f58f7.jpeg?crop=1218%2C813%2Cx342%2Cy93&width=1560,"On this week’s Amicus podcast, Dahlia Lithwick talked with election law gladiator Marc Elias, chair of Elias Law Group and founder of Democracy Docket.",United States,Left,Web Publication,True,True
175543,2026-02-04,Republicans Are Getting Behind Trump’s Absurd Plan to Nationalize Elections,https://www.esquire.com/news-politics/politics/a70248523/mike-johnson-trump-republicans-nationalize-elections/,Esquire,,,"https://hips.hearstapps.com/hmg-prod/images/speaker-of-the-house-mike-johnson-arrives-at-the-u-s-news-photo-1770236972.pjpeg?crop=1xw:0.7503xh;center,top&resize=1200:*","From Democracy Docket:

“What you’re hearing from the president is his frustration about the lack of some of the blue states, frankly, of enforcing these things and making sure that they are free and fair elections.",United States,Center Left,Web Publication,False,True
175877,2025-04-05,Want to know what DOGE has on you? Government insider reveals how,https://www.masslive.com/news/2025/04/want-to-know-what-doge-has-on-you-government-insider-reveals-how.html,MassLive,"Dave Eisenstadter, Deisen Masslive.Com","Dave Eisenstadter, Deisen Masslive.Com",https://www.masslive.com/resizer/v2/LYQ7IJMASJFIBJRFIIT2WIJLEY.jpg?auth=55bc06189e71a903377c17d82687a2fd79690afbb2781cb90283b679772e3647&width=1280&smart=true&quality=90,"Congressman Jamie Raskin, D-Maryland, in an interview with Democracy Docket posted to Instagram, explained exactly how.",United States,Center,Local News Outlet,False,True
175957,2022-04-01,"Dem calls out Kyrsten Sinema for ""directly enabling"" GOP voter purge",https://www.salon.com/2022/04/01/democrat-calls-out-kyrsten-sinema-for-directly-enabling-new-purge-law-in-arizona_partner/,Salon,Jake Johnson,Jake Johnson,https://www.salon.com/app/uploads/2021/10/kyrsten-sinema-1028211.jpg,"Democracy Docket explained that prior to the passage of H.B. 2492, Arizona voters who registered using state forms were required to provide proof of citizenship, but voters who registered using federal forms under the National Voter Registration Act did not, and were allowed to vote in federal elections held in the state.",United States,Left,Web Publication,False,True
175974,2024-12-13,NC GOP offers preview of Trump threat to democracy,https://www.salon.com/2024/12/13/whats-happening-in-north-carolina-is-sinister-nc-offers-preview-of-to-democracy/,Salon,Charles R. Davis,Charles R. Davis,https://www.salon.com/app/uploads/2024/08/mark_robinson_2166169035.jpg,"“Prior to 2020, you never saw these types of claims,” Democratic election attorney Marc Elias, founder of Democracy Docket, commented this week.",United States,Left,Web Publication,True,True
176358,2024-09-09,Experts warn against Trump's latest prosecution threats,https://www.salon.com/2024/09/09/accused-of-voter-suppression-at-the-highest-order-over-late-night-truth-social-meltdown/,Salon,Marin Scotten,Marin Scotten,https://www.salon.com/app/uploads/2024/09/donald_trump_2170736434.jpg,"#SundayShow pic.twitter.com/iEvmIq1qri — The Saturday/Sunday Show with Jonathan Capehart (@weekendcapehart) September 8, 2024

We need your help to stay independent Subscribe today to support Salon's progressive journalism

Marc Elias, a Democratic election lawyer and the founder of Democracy Docket, criticized the Republican Party for enabling Trump’s authoritarian rhetoric.",United States,Left,Web Publication,True,True
176535,2020-12-17,"Four Georgia counties sued over runoff early voting, as Republicans hold slim leads",https://www.newsweek.com/georgia-runoffs-counties-sued-polls-republicans-lead-1555454,Newsweek,"Jacob Jarvis, Senior Reporter","Jacob Jarvis, Senior Reporter",https://assets.newsweek.com/wp-content/uploads/2025/08/1687701-warnock-abrams-ossoff-listen-biden.jpg?w=1200crop=1,"""Currently, the named counties are not offering early voting on December 19th, December 31st, or on any of the days in January, despite statutory requirements compelling them to do so,"" a statement from Democracy Docket read.",United States,Center Right,National News Outlet,False,True
176740,2022-12-21,Kari Lake election trial marred with embarrassing mishaps,https://www.newsweek.com/kari-lake-election-trial-marred-embarrassing-mishaps-1768900,Newsweek,Matthew Impelli,Matthew Impelli,https://assets.newsweek.com/wp-content/uploads/2025/08/2168916-kari-lake-election-trial.jpg?w=1200crop=1,"Lake's attorney, Bryan Blehm, is confident it was disclosed, but can't find the document proving so because this 'last week has been like four months,'"" the Democracy Docket wrote in a series of tweets regarding the trial.",United States,Center Right,National News Outlet,False,True
176758,2023-01-12,It's not just Trump: A sobering new report chronicles the extensive GOP war on democracy,https://www.salon.com/2023/01/12/its-not-just-trump-a-sobering-new-report-chronicles-the-extensive-on-democracy/,Salon,Amanda Marcotte,Amanda Marcotte,https://www.salon.com/app/uploads/2022/12/donald_trump_vs_us_constitution_175601018_487401374_185096087.jpg,"A new report from Democracy Docket chronicling the election litigation in 2022 shows the trend moving forward, with Republicans continuing to file large numbers of lawsuits geared toward making it harder for Americans to vote or for those votes to be counted.",United States,Left,Web Publication,True,True
176820,2023-09-13,The Real Cost of Republicans’ Anti-Democracy Platform,https://slate.com/news-and-politics/2023/09/republican-party-anti-democracy-cost.html?via=rss,Slate,"Dahlia Lithwick, Richard L. Hasen","Dahlia Lithwick, Richard L. Hasen",https://compote.slate.com/images/f637c9d7-9319-4eaa-ba8d-82f2b76ab837.jpeg?crop=5645%2C3763%2Cx0%2Cy0&width=1560,"He has done that in his capacity as the founding partner of Elias Law Group, a law firm committed to supporting voting rights, and as the founder of Democracy Docket, a progressive advocacy platform.",United States,Left,Web Publication,True,True
